2018-01-28,1,1,1,normal,normal,info,001 ,澳超,2018-01-28 17:30:00,珀斯光荣,西悉尼漫步者,珀斯光荣,西悉尼漫步者,2.12,3.30,2.82,4.15,4.05,1.56,-1,3:1,3,1,3,3,
2018-01-28,1,1,1,normal,normal,info,002 ,西甲,2018-01-28 19:00:00,莱加内斯,西班牙人,雷加利斯,西班牙人,2.60,2.67,2.70,6.50,4.20,1.36,-1,3:2,3,2,3,1,
2018-01-28,1,1,1,normal,normal,info,003 ,意甲,2018-01-28 19:30:00,费拉拉SPAL,国际米兰,斯帕尔,国际米兰,5.54,3.85,1.45,2.40,3.45,2.37,+1,1:1,1,1,1,3,
2018-01-28,1,1,1,normal,normal,info,004 ,荷甲,2018-01-28 19:30:00,乌德勒支,阿贾克斯,乌德勒支,阿贾克斯,6.25,4.60,1.33,2.82,3.45,2.06,+1,0:0,0,0,1,3,
2018-01-28,1,1,1,normal,normal,info,005 ,德乙,2018-01-28 20:30:00,奥厄,不伦瑞克,奥厄,不伦瑞克,2.65,2.85,2.50,6.50,4.10,1.37,-1,1:3,1,3,0,0,
2018-01-28,1,1,1,normal,normal,info,006 ,德乙,2018-01-28 20:30:00,圣保利,达姆施塔特,圣保利,达姆施塔特,1.88,3.25,3.45,3.92,3.50,1.70,-1,0:1,0,1,0,0,
2018-01-28,1,1,1,normal,normal,info,007 ,德乙,2018-01-28 20:30:00,桑德豪森,德累斯顿,桑德豪森,德累斯顿,2.28,3.00,2.80,5.20,3.90,1.47,-1,1:0,1,0,3,1,
2018-01-28,1,1,1,normal,normal,info,008 ,足总杯,2018-01-28 21:30:00,切尔西,纽卡斯尔联,切尔西,纽卡斯尔联,1.25,4.65,8.80,1.88,3.45,3.27,-1,3:0,3,0,3,3,
2018-01-28,1,1,1,normal,normal,info,009 ,荷甲,2018-01-28 21:30:00,费耶诺德,海牙,费耶诺德,海牙,1.13,6.25,12.00,2.40,4.00,2.16,-2,3:1,3,1,3,1,
2018-01-28,1,1,1,normal,normal,info,010 ,荷甲,2018-01-28 21:30:00,罗达JC,SBV精英,罗达JC,SBV精英,2.20,3.20,2.77,4.80,3.90,1.51,-1,2:1,2,1,3,1,
2018-01-28,1,1,1,normal,normal,info,011 ,荷乙,2018-01-28 21:30:00,福伦丹,前进之鹰,福伦丹,前进之鹰,1.63,3.85,3.90,2.82,3.70,1.98,-1,4:3,4,3,3,1,
2018-01-28,1,1,1,normal,normal,info,012 ,比甲,2018-01-28 21:30:00,根特,布鲁日,根特,布鲁日,2.56,3.20,2.35,1.43,4.00,5.55,+1,2:0,2,0,3,3,
2018-01-28,1,1,1,normal,normal,info,013 ,意甲,2018-01-28 22:00:00,克罗托内,卡利亚里,克罗托内,卡利亚里,2.42,2.85,2.74,5.85,4.10,1.40,-1,1:1,1,1,1,0,
2018-01-28,1,1,1,normal,normal,info,014 ,意甲,2018-01-28 22:00:00,热那亚,乌迪内斯,热那亚,乌迪内斯,2.22,2.85,3.05,5.25,3.80,1.48,-1,0:1,0,1,0,0,
2018-01-28,1,,1,未开售,normal,info,015 ,意甲,2018-01-28 22:00:00,那不勒斯,博洛尼亚,那不勒斯,博洛尼亚,0.00,0.00,0.00,2.22,4.10,2.30,-2,3:1,3,1,3,1,
2018-01-28,1,1,1,normal,normal,info,016 ,意甲,2018-01-28 22:00:00,佛罗伦萨,维罗纳,佛罗伦萨,维罗纳,1.16,5.55,11.50,1.64,3.80,3.90,-1,1:4,1,4,0,0,
2018-01-28,1,1,1,normal,normal,info,017 ,意甲,2018-01-28 22:00:00,都灵,贝内文托,都灵,贝内文托,1.29,4.55,7.50,2.00,3.45,2.95,-1,3:0,3,0,3,3,
2018-01-28,1,1,1,normal,normal,info,018 ,法甲,2018-01-28 22:00:00,里尔,斯特拉斯堡,里尔,斯特拉斯堡,1.99,2.98,3.45,4.30,3.60,1.62,-1,2:1,2,1,3,1,
2018-01-28,1,1,1,normal,normal,info,019 ,苏超,2018-01-28 22:00:00,罗斯郡,格拉斯哥流浪者,罗斯郡,格拉斯哥流浪者,4.70,3.80,1.53,2.15,3.40,2.70,+1,1:2,1,2,0,1,
2018-01-28,1,1,1,normal,normal,info,020 ,德甲,2018-01-28 22:30:00,勒沃库森,美因茨,勒沃库森,美因茨,1.31,4.60,6.75,1.97,3.70,2.85,-1,2:0,2,0,3,3,
